,R2,Spearman,MAE_pp,Mean_share,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_alpha,reg_lambda,gamma
BSW,0.8129932364340299,0.8359069058664188,0.9719145532509499,4.997071981506415,1259.0,9.0,0.01127210433608955,0.8637484954263072,0.5678332964244949,36.0,0.0009722157597897049,3.0743219280412994e-05,1.302103752781711e-08
