gem_key,land,ew_BSW,ew_AfD,ew_FDP,ew_Die Linke,ew_SPD,ew_CDU,ew_GRÜNE,ew_CSU,ew_FREIE WÄHLER,ew_valid,btw_BSW,btw_AfD,btw_FDP,btw_Die Linke,btw_SPD,btw_CDU,btw_GRÜNE,btw_CSU,btw_FREIE WÄHLER,btw_valid,swing_BSW,swing_AfD,swing_FDP,swing_Die Linke,swing_SPD,swing_CDU,swing_GRÜNE,swing_CSU,swing_FREIE WÄHLER,swing_z
01_51_010,01,0.0,26.865671641791046,8.955223880597014,0.0,5.970149253731343,44.776119402985074,2.9850746268656714,0.0,1.4925373134328357,67.0,1.1764705882352942,43.529411764705884,2.3529411764705883,7.0588235294117645,10.588235294117647,25.882352941176475,2.3529411764705883,0.0,0.0,85,1.1764705882352942,16.663740122914838,-6.602282704126425,7.0588235294117645,4.618086040386304,-18.8937664618086,-0.6321334503950831,0.0,-1.4925373134328357,1.110809124455396
01_51_011,01,3.9215686274509802,17.421481867083116,7.444039562727746,1.2493492972410203,19.347562033663024,30.73052229741454,8.571924344959223,0.0,0.9370119729307652,5763.0,3.6736272235112146,23.150296468161898,5.54266563547306,6.174271719515339,20.378963650425366,26.424336169115755,8.584686774941995,0.0,0.7218355246197474,7758,-0.2479414039397656,5.728814601078781,-1.901373927254686,4.924922422274319,1.0314016167623414,-4.306186128298787,0.01276242998277155,0.0,-0.2151764483110178,0.5850050386522185
01_51_012,01,2.795698924731183,17.8494623655914,7.526881720430108,1.5053763440860215,13.548387096774196,44.516129032258064,5.161290322580645,0.0,2.795698924731183,465.0,3.546099290780142,25.354609929078016,6.560283687943262,5.319148936170213,14.716312056737587,35.1063829787234,5.141843971631205,0.0,1.0638297872340425,564,0.7504003660489591,7.5051475634866165,-0.9665980324868455,3.813772592084191,1.1679249599633916,-9.409746053534661,-0.019446350949439584,0.0,-1.7318691374971404,0.9535305667801323
01_51_013,01,3.1578947368421053,12.157894736842104,5.684210526315789,1.0526315789473684,18.36842105263158,41.26315789473684,8.526315789473685,0.0,2.1578947368421053,1900.0,2.829313543599258,19.387755102040817,6.447124304267161,4.406307977736549,18.923933209647494,32.88497217068645,9.925788497217068,0.0,0.7421150278293136,2156,-0.3285811932428473,7.229860365198713,0.7629137779513719,3.3536763987891804,0.5555121570159152,-8.37818572405039,1.3994727077433833,0.0,-1.4157797090127917,0.5552378568770059
01_51_014,01,2.515723270440252,8.80503144654088,8.176100628930817,0.628930817610063,18.238993710691823,40.88050314465409,11.320754716981133,0.0,1.8867924528301887,159.0,5.7894736842105265,13.157894736842104,9.473684210526317,4.736842105263158,22.63157894736842,28.421052631578945,12.631578947368421,0.0,0.0,190,3.2737504137702746,4.352863290301224,1.2975835815955001,4.107911287653096,4.392585236676599,-12.459450513075147,1.3108242303872881,0.0,-1.8867924528301887,1.8849940564812557
01_51_015,01,4.580152671755725,15.776081424936386,9.669211195928753,1.7811704834605597,11.959287531806616,36.38676844783715,9.16030534351145,0.0,1.2722646310432568,393.0,3.966597077244259,16.2839248434238,5.6367432150313155,7.933194154488518,10.855949895615867,36.95198329853862,8.768267223382047,0.0,0.41753653444676403,479,-0.6135555945114657,0.5078434184874148,-4.0324679808974375,6.152023671027958,-1.1033376361907496,0.5652148507014729,-0.39203812012940276,0.0,-0.8547280965964927,0.45004307800720095
01_51_016,01,3.678929765886288,20.869565217391305,5.88628762541806,1.8729096989966554,14.11371237458194,33.979933110367895,8.227424749163879,0.0,1.6053511705685617,1495.0,2.841197361745307,28.209030948756975,5.885337392186707,6.392694063926941,17.706747843734146,26.230339928970064,8.269913749365804,0.0,0.5073566717402334,1971,-0.837732404140981,7.339465731365671,-0.0009502332313529038,4.519784364930286,3.5930354691522055,-7.749593181397831,0.042489000201925364,0.0,-1.0979944988283283,0.36729097883010153
01_51_017,01,3.076923076923077,23.076923076923077,6.923076923076923,3.076923076923077,13.846153846153847,36.92307692307693,6.153846153846154,0.0,3.076923076923077,130.0,1.2195121951219512,30.48780487804878,11.585365853658537,9.146341463414634,12.804878048780488,24.390243902439025,6.097560975609756,0.0,0.6097560975609756,164,-1.857410881801126,7.410881801125704,4.662288930581614,6.069418386491558,-1.041275797373359,-12.532833020637902,-0.056285178236398004,0.0,-2.4671669793621014,-0.009110731282274053
01_51_019,01,3.6619718309859155,19.154929577464788,5.352112676056338,1.4084507042253522,9.859154929577464,43.38028169014084,5.633802816901409,0.0,4.788732394366197,355.0,3.40632603406326,23.114355231143552,4.622871046228711,5.109489051094891,11.922141119221411,39.416058394160586,5.35279805352798,0.0,0.9732360097323601,411,-0.2556457969226553,3.959425653678764,-0.7292416298276274,3.701038346869539,2.062986189643947,-3.964223295980254,-0.2810047633734287,0.0,-3.815496384633837,0.5821610571838718
01_51_020,01,3.35195530726257,19.553072625698324,6.424581005586592,2.2346368715083798,9.776536312849162,43.85474860335196,7.5418994413407825,0.0,0.5586592178770949,358.0,3.3783783783783785,22.972972972972975,6.531531531531531,6.081081081081082,15.54054054054054,29.954954954954953,6.981981981981981,0.0,0.22522522522522523,444,0.02642307111580866,3.419900347274652,0.10695052594493859,3.846444209572702,5.7640042276913785,-13.899793648397004,-0.5599174593588012,0.0,-0.3334339926518697,0.6862832943647239
01_51_021,01,3.225806451612903,19.67741935483871,8.709677419354838,3.225806451612903,14.516129032258066,32.58064516129032,4.838709677419355,0.0,0.967741935483871,310.0,2.6178010471204187,24.86910994764398,6.020942408376963,7.329842931937172,18.06282722513089,29.31937172774869,5.7591623036649215,0.0,0.7853403141361256,382,-0.6080054044924843,5.191690592805269,-2.688735010977875,4.104036480324269,3.5466981928728227,-3.261273433541632,0.9204526262455666,0.0,-0.1824016213477454,0.45209186207037655
01_51_022,01,2.2556390977443606,25.18796992481203,5.639097744360902,2.631578947368421,23.308270676691727,24.06015037593985,3.7593984962406015,0.0,2.631578947368421,266.0,3.6269430051813467,25.906735751295333,4.922279792746114,5.699481865284974,21.761658031088082,24.093264248704664,7.253886010362693,0.0,1.5544041450777202,386,1.3713039074369862,0.7187658264833026,-0.7168179516147886,3.067902917916553,-1.5466126456036449,0.033113872764815255,3.494487514122092,0.0,-1.0771748022907006,1.1827294367313503
01_51_023,01,4.365079365079365,26.190476190476193,3.968253968253968,0.3968253968253968,8.73015873015873,38.095238095238095,6.349206349206349,0.0,2.7777777777777777,252.0,3.205128205128205,29.48717948717949,5.769230769230769,5.769230769230769,11.538461538461538,30.76923076923077,6.41025641025641,0.0,0.641025641025641,312,-1.1599511599511598,3.2967032967032956,1.8009768009768012,5.372405372405372,2.808302808302809,-7.326007326007325,0.06105006105006083,0.0,-2.1367521367521367,0.24834790670059773
