land,wahlkreis,gemeinde,bezirksart,bsw_votes,bd_votes,valid_total,bsw_pred_pct,bsw_resid,bsw_resid_z,p_bsw_zero,bd_zscore_land,flags,recount_status,source,claim
TH,195,"Suhl, Stadt",0,27,3,229,10.027,1.764,1.104,0.0,2.987,high_bd,unknown,,
TH,195,"Schmalkalden, Stadt",0,13,2,179,9.883,-2.621,-1.64,0.0,2.438,high_bd,unknown,,
TH,195,"Schmalkalden, Stadt",5,88,6,615,12.084,2.225,1.392,0.0,2.035,high_bd,unknown,,
TH,195,"Steinbach-Hallenberg, Stadt",0,65,5,509,10.009,2.761,1.728,0.0,2.054,high_bd,unknown,,
TH,195,Rhönblick,0,16,2,128,8.256,4.244,2.655,2.6e-05,3.706,high_bd,unknown,,
TH,195,Grabfeld,0,13,1,241,9.215,-3.821,-2.391,0.0,0.437,large_negative_resid,unknown,,
TH,195,Birx,0,16,1,94,10.006,7.015,4.389,8.2e-05,2.286,high_bd,unknown,,
TH,195,Erbenhausen,0,4,1,103,5.779,-1.896,-1.186,0.002598,2.021,high_bd,unknown,,
TH,195,"Meiningen, Stadt",0,52,4,821,9.564,-3.23,-2.021,0.0,0.643,large_negative_resid,unknown,,
TH,195,"Meiningen, Stadt",0,13,1,249,9.621,-4.4,-2.753,0.0,0.399,large_negative_resid,unknown,,
TH,195,Rosa,0,9,1,132,10.485,-3.667,-2.294,1e-06,1.413,large_negative_resid,unknown,,
TH,195,"Hildburghausen, Stadt",0,8,0,129,9.785,-3.584,-2.242,3e-06,-0.745,large_negative_resid,unknown,,
TH,195,Schleusegrund,0,16,1,94,14.533,2.488,1.557,1e-06,2.286,high_bd,unknown,,
TH,195,"Römhild, Stadt",0,1,0,49,6.625,-4.584,-2.868,0.03892,-0.745,large_negative_resid,unknown,,
TH,195,Grimmelshausen,0,5,0,87,9.425,-3.678,-2.301,0.000275,-0.745,large_negative_resid,unknown,,
TH,195,"Themar, Stadt",0,11,1,99,8.139,2.972,1.86,0.000317,2.133,high_bd,unknown,,
TH,195,"Heldburg, Stadt",0,5,1,74,10.158,-3.401,-2.128,0.000544,3.105,large_negative_resid|high_bd,unknown,,
TH,195,"Heldburg, Stadt",0,4,1,64,8.969,-2.719,-1.701,0.003214,3.706,high_bd,unknown,,
TH,195,"Heldburg, Stadt",0,5,1,60,5.931,2.402,1.503,0.02848,4.003,high_bd,unknown,,
TH,195,Auengrund,0,17,2,111,14.971,0.344,0.215,0.0,4.388,high_bd,unknown,,
TH,195,Auengrund,0,10,0,197,9.185,-4.109,-2.571,0.0,-0.745,large_negative_resid,unknown,,
TH,195,"Lauscha, Stadt",5,70,1,595,15.502,-3.737,-2.338,0.0,-0.266,large_negative_resid,unknown,,
TH,195,"Sonneberg, Stadt",0,10,2,170,8.371,-2.489,-1.557,1e-06,2.607,high_bd,unknown,,
RP,196,Emmerzhausen,0,11,3,285,4.688,-0.828,-0.518,2e-06,2.603,high_bd,unknown,,
RP,196,"Herdorf, Stadt",0,1,0,153,4.052,-3.399,-2.126,0.002029,-0.501,large_negative_resid,unknown,,
RP,196,Bachenberg,0,3,1,33,4.361,4.73,2.96,0.237172,8.435,high_bd,unknown,,
RP,196,Ersfeld,0,0,0,41,3.653,-3.653,-2.285,0.223661,-0.501,large_negative_resid,unknown,,
RP,196,Giershausen,0,1,0,41,6.483,-4.044,-2.531,0.070073,-0.501,large_negative_resid,unknown,,
RP,196,Kettenhausen,0,5,1,95,6.304,-1.041,-0.651,0.002507,2.603,high_bd,unknown,,
RP,196,Mehren,0,4,3,153,4.72,-2.106,-1.318,0.00073,5.281,high_bd,unknown,,
RP,196,Ölsen,0,2,1,46,4.338,0.01,0.006,0.135953,5.91,high_bd,unknown,,
RP,196,Peterslahr (einschl. Eulenberg),0,10,2,160,5.86,0.39,0.244,8.5e-05,3.185,high_bd,unknown,,
RP,196,Werkhausen,0,5,1,107,5.922,-1.25,-0.782,0.00177,2.255,high_bd,unknown,,
RP,196,"Neuwied, Stadt",0,41,7,720,6.138,-0.444,-0.278,0.0,2.366,high_bd,unknown,,
RP,196,Hammerstein,5,2,0,117,5.118,-3.409,-2.133,0.002507,-0.501,large_negative_resid,unknown,,
RP,196,Bonefeld,0,16,4,421,4.545,-0.744,-0.466,0.0,2.301,high_bd,unknown,,
RP,197,"Bad Neuenahr-Ahrweiler, Stadt",0,5,2,158,2.763,0.402,0.251,0.012708,3.232,high_bd,unknown,,
RP,197,Nürburg,0,2,1,66,1.652,1.378,0.862,0.336046,3.967,high_bd,unknown,,
RP,197,Pomster,0,0,1,69,1.782,-1.782,-1.115,0.292411,3.773,high_bd,unknown,,
RP,197,Winnerath,0,1,1,68,2.434,-0.963,-0.603,0.191117,3.836,high_bd,unknown,,
RP,197,Dümpelfeld,0,0,4,219,2.061,-2.061,-1.29,0.010955,4.885,high_bd,unknown,,
RP,197,Heckenbach,0,5,1,110,3.618,0.928,0.58,0.018692,2.18,high_bd,unknown,,
RP,197,"Bad Breisig, Stadt",0,29,6,653,3.472,0.969,0.606,0.0,2.209,high_bd,unknown,,
RP,197,Oberdürenbach,0,3,1,93,3.553,-0.327,-0.205,0.036719,2.67,high_bd,unknown,,
RP,197,Brenk,0,0,1,84,1.742,-1.742,-1.09,0.231476,3.01,high_bd,unknown,,
RP,197,"Polch, Stadt",0,16,3,288,4.0,1.555,0.973,1e-05,2.571,high_bd,unknown,,
RP,197,"Münstermaifeld, Stadt",0,4,1,82,3.647,1.231,0.77,0.05027,3.095,high_bd,unknown,,
RP,197,Acht,0,0,0,38,3.488,-3.488,-2.182,0.265733,-0.501,large_negative_resid,unknown,,
RP,197,Arft,0,4,1,105,2.9,0.91,0.569,0.04762,2.308,high_bd,unknown,,
RP,197,Ditscheid,0,9,2,143,2.472,3.822,2.391,0.02916,3.624,high_bd,unknown,,
RP,197,Münk,0,3,1,115,2.88,-0.271,-0.17,0.036451,2.064,high_bd,unknown,,
RP,198,"Koblenz, Stadt",0,24,4,431,4.972,0.597,0.373,0.0,2.236,high_bd,unknown,,
RP,198,Brodenbach,0,0,0,49,3.317,-3.317,-2.076,0.196806,-0.501,large_negative_resid,unknown,,
RP,198,"Lahnstein, Stadt",5,0,0,691,3.355,-3.355,-2.099,0.0,-0.501,suspicious_zero|large_negative_resid,unknown,,
RP,198,"Sankt Goarshausen, Loreleystadt, Stadt",0,4,2,231,4.331,-2.6,-1.627,4.5e-05,2.052,high_bd,unknown,,
RP,198,Sauerthal,0,1,1,81,3.125,-1.891,-1.183,0.079529,3.14,high_bd,unknown,,
RP,198,Weyer,0,9,2,209,3.999,0.307,0.192,0.000234,2.321,high_bd,unknown,,
RP,198,Frücht,0,9,2,233,2.624,1.239,0.775,0.002212,2.03,high_bd,unknown,,
RP,199,"Cochem, Stadt",0,4,1,197,5.414,-3.384,-2.117,2.3e-05,0.996,large_negative_resid,unknown,,
RP,199,Forst (Eifel),0,5,2,156,3.461,-0.256,-0.16,0.004521,3.28,high_bd,unknown,,
RP,199,Illerich,0,3,0,270,4.54,-3.429,-2.145,5e-06,-0.501,large_negative_resid,unknown,,
RP,199,"Kaisersesch, Stadt",0,25,4,419,4.391,1.576,0.986,0.0,2.314,high_bd,unknown,,
RP,199,Auderath,0,5,3,261,4.222,-2.306,-1.443,1.6e-05,2.889,high_bd,unknown,,
RP,199,Filz,0,2,2,45,2.538,1.907,1.193,0.319216,12.605,high_bd,unknown,,
RP,199,Schmitt,0,7,1,70,1.988,8.012,5.013,0.248678,3.712,high_bd,unknown,,
RP,199,Urschmitt,0,0,0,106,3.466,-3.466,-2.169,0.025377,-0.501,large_negative_resid,unknown,,
RP,199,Haserich,0,5,1,94,3.432,1.887,1.181,0.039701,2.636,high_bd,unknown,,
RP,199,Hesweiler,0,0,0,64,4.05,-4.05,-2.534,0.074863,-0.501,large_negative_resid,unknown,,
RP,199,Walhausen,0,11,1,94,4.118,7.584,4.746,0.020842,2.636,high_bd,unknown,,
RP,199,Alterkülz,0,11,2,199,3.924,1.604,1.004,0.000406,2.463,high_bd,unknown,,
RP,199,Bell (Hunsrück),0,1,2,75,2.955,-1.622,-1.015,0.108985,7.363,high_bd,unknown,,
RP,199,Beltheim,0,4,1,109,3.738,-0.068,-0.043,0.017007,2.205,high_bd,unknown,,
RP,199,Spesenroth,0,2,2,84,3.639,-1.258,-0.787,0.047037,6.52,high_bd,unknown,,
RP,199,Dommershausen,0,10,2,187,3.234,2.114,1.323,0.002364,2.653,high_bd,unknown,,
RP,199,Belg,0,0,0,65,4.857,-4.857,-3.039,0.042553,-0.501,large_negative_resid,unknown,,
RP,199,Dill,0,0,0,106,3.672,-3.672,-2.297,0.020402,-0.501,large_negative_resid,unknown,,
RP,199,Lindenschied,0,5,1,92,3.808,1.627,1.018,0.030092,2.705,high_bd,unknown,,
RP,199,Nieder Kostenz,0,4,1,72,5.798,-0.243,-0.152,0.015377,3.595,high_bd,unknown,,
RP,199,Rohrbach,0,3,1,88,3.219,0.19,0.119,0.058839,2.85,high_bd,unknown,,
RP,199,Todenroth,0,4,1,42,5.625,3.898,2.439,0.09417,6.52,high_bd,unknown,,
RP,199,Woppenroth,0,5,2,88,4.187,1.495,0.935,0.025105,6.201,high_bd,unknown,,
RP,199,Benzweiler,0,5,1,86,3.544,2.27,1.42,0.047464,2.928,high_bd,unknown,,
RP,199,Horn,0,2,0,176,4.392,-3.256,-2.037,0.000439,-0.501,large_negative_resid,unknown,,
RP,199,Sargenroth,0,11,3,217,4.325,0.744,0.466,8.4e-05,3.576,high_bd,unknown,,
RP,199,"Simmern/ Hunsrück, Stadt",0,29,6,562,4.215,0.945,0.592,0.0,2.648,high_bd,unknown,,
RP,199,Dörth,0,12,2,220,2.677,2.778,1.738,0.002769,2.18,high_bd,unknown,,
RP,199,Morbach,0,7,1,86,4.57,3.569,2.233,0.019633,2.928,high_bd,unknown,,
RP,199,Gornhausen,0,0,0,69,3.634,-3.634,-2.274,0.081482,-0.501,large_negative_resid,unknown,,
RP,199,Gräfendhron,0,0,0,41,5.294,-5.294,-3.312,0.114137,-0.501,large_negative_resid,unknown,,
RP,199,Rorodt,0,0,0,31,3.591,-3.591,-2.247,0.328516,-0.501,large_negative_resid,unknown,,
RP,199,Schönberg,0,5,1,103,3.911,0.943,0.59,0.017805,2.362,high_bd,unknown,,
RP,200,"Bad Kreuznach, Stadt",5,15,4,394,5.336,-1.529,-0.957,0.0,2.493,high_bd,unknown,,
RP,200,Tiefenthal,0,4,2,61,7.659,-1.102,-0.689,0.009352,9.167,high_bd,unknown,,
RP,200,Braunweiler,0,15,3,253,4.371,1.558,0.975,1.6e-05,2.996,high_bd,unknown,,
RP,200,Gebroth,0,6,1,63,5.534,3.99,2.497,0.030614,4.18,high_bd,unknown,,
RP,200,Sankt Katharinen,0,1,0,136,4.969,-4.233,-2.649,0.001162,-0.501,large_negative_resid,unknown,,
RP,200,Sommerloch,0,2,2,155,1.733,-0.443,-0.277,0.068105,3.304,high_bd,unknown,,
RP,200,Abtweiler,0,7,1,87,6.03,2.016,1.261,0.005268,2.889,high_bd,unknown,,
RP,200,Ippenschied,0,4,1,89,4.431,0.063,0.039,0.019372,2.813,high_bd,unknown,,
RP,200,Raumbach,0,1,1,143,4.362,-3.663,-2.292,0.001954,1.561,large_negative_resid,unknown,,
RP,200,"Idar-Oberstein, Stadt",0,2,0,176,4.969,-3.833,-2.398,0.000159,-0.501,large_negative_resid,unknown,,
RP,200,Rimsberg,0,0,1,66,2.906,-2.906,-1.818,0.146919,3.967,high_bd,unknown,,
RP,200,Sonnenberg-Winnenberg,0,0,0,191,3.313,-3.313,-2.073,0.001785,-0.501,suspicious_zero|large_negative_resid,unknown,,
RP,200,Asbach,0,0,1,33,3.261,-3.261,-2.04,0.340949,8.435,large_negative_resid|high_bd,unknown,,
RP,200,Berschweiler bei Kirn,0,7,2,128,6.497,-1.028,-0.643,0.000245,4.107,high_bd,unknown,,
RP,200,Hottenbach,0,10,2,234,3.781,0.493,0.308,0.000144,2.02,high_bd,unknown,,
RP,200,Krummenau,0,3,1,72,4.442,-0.276,-0.172,0.040828,3.595,high_bd,unknown,,
RP,200,Oberhosenbach,0,4,1,58,6.077,0.82,0.513,0.029462,4.583,high_bd,unknown,,
RP,200,Rhaunen,0,19,3,346,6.538,-1.047,-0.655,0.0,2.056,high_bd,unknown,,
RP,200,Sonnschied,0,2,1,47,5.654,-1.398,-0.875,0.070139,5.773,high_bd,unknown,,
RP,201,"Wittlich, Stadt",0,11,3,202,3.171,2.275,1.423,0.001653,3.879,high_bd,unknown,,
RP,201,Pantenburg,0,0,1,97,1.73,-1.73,-1.082,0.186741,2.539,high_bd,unknown,,
RP,201,Bausendorf,0,2,1,92,2.296,-0.122,-0.077,0.120916,2.705,high_bd,unknown,,
RP,201,Großkampenberg,0,3,1,59,0.865,4.22,2.64,0.600242,4.497,high_bd,unknown,,
RP,201,Hargarten,0,1,2,45,4.557,-2.335,-1.461,0.128641,12.605,high_bd,unknown,,
RP,201,Oberpierscheid (einschl. Mauel und Niederpierscheid),0,9,2,192,1.669,3.018,1.888,0.040549,2.571,high_bd,unknown,,
RP,201,Olmscheid,0,0,1,50,2.133,-2.133,-1.335,0.344201,5.397,high_bd,unknown,,
RP,201,Echternacherbrück,0,2,1,103,2.313,-0.371,-0.232,0.092327,2.362,high_bd,unknown,,
RP,201,Hüttingen bei Lahr,0,0,1,44,2.348,-2.348,-1.469,0.355961,6.201,high_bd,unknown,,
RP,201,Menningen,0,0,1,78,3.156,-3.156,-1.975,0.085284,3.28,high_bd,unknown,,
RP,201,Wallendorf (einschl. Ammeldingen an der Our),0,1,1,110,2.641,-1.732,-1.084,0.054745,2.18,high_bd,unknown,,
RP,201,Heisdorf,0,2,1,39,2.339,2.789,1.745,0.401635,7.06,high_bd,unknown,,
RP,201,Kleinlangenfeld,0,0,0,73,3.256,-3.256,-2.037,0.092823,-0.501,large_negative_resid,unknown,,
RP,201,Oberlascheid,0,0,0,52,3.206,-3.206,-2.006,0.188798,-0.501,large_negative_resid,unknown,,
RP,201,Brecht,0,0,9,107,2.366,-2.366,-1.48,0.079522,24.302,high_bd|zero_bsw_nonzero_bd,unknown,,
RP,201,Ließem,0,0,0,34,3.395,-3.395,-2.124,0.315263,-0.501,large_negative_resid,unknown,,
RP,201,Niederstedem (einschl. Oberstedem),0,0,0,97,3.236,-3.236,-2.025,0.043322,-0.501,large_negative_resid,unknown,,
RP,201,Orsfeld,0,2,1,50,4.598,-0.598,-0.374,0.10035,5.397,high_bd,unknown,,
RP,201,Neuheilenbach,0,1,1,100,1.829,-0.829,-0.519,0.160498,2.448,high_bd,unknown,,
RP,201,Dreis-Brück,0,5,2,197,2.103,0.435,0.272,0.015874,2.493,high_bd,unknown,,
RP,201,Mückeln,0,5,1,106,1.66,3.057,1.913,0.172129,2.281,high_bd,unknown,,
RP,201,Steineberg,0,0,0,68,3.203,-3.203,-2.004,0.113279,-0.501,large_negative_resid,unknown,,
RP,201,Üdersdorf,0,3,1,58,2.477,2.696,1.687,0.237771,4.583,high_bd,unknown,,
RP,201,"Daun, Stadt",0,7,2,191,2.707,0.958,0.6,0.005684,2.587,high_bd,unknown,,
RP,201,Boxberg,0,1,1,82,2.358,-1.138,-0.712,0.14466,3.095,high_bd,unknown,,
RP,201,Hörschhausen,0,2,1,69,3.042,-0.143,-0.09,0.122582,3.773,high_bd,unknown,,
RP,201,Katzwinkel,0,0,1,57,1.799,-1.799,-1.125,0.358711,4.673,high_bd,unknown,,
RP,201,Berenbach,0,7,1,77,2.92,6.171,3.861,0.105552,3.329,high_bd,unknown,,
RP,201,Kelberg,0,0,1,47,2.063,-2.063,-1.291,0.379274,5.773,high_bd,unknown,,
RP,201,Uersfeld,0,7,2,191,2.981,0.683,0.428,0.003364,2.587,high_bd,unknown,,
RP,201,"Hillesheim, Stadt",0,2,1,83,2.67,-0.26,-0.163,0.109031,3.052,high_bd,unknown,,
RP,201,"Hillesheim, Stadt",0,0,0,74,4.065,-4.065,-2.544,0.049378,-0.501,large_negative_resid,unknown,,
RP,201,Wiesbaum,0,7,3,181,2.157,1.71,1.07,0.020155,4.387,high_bd,unknown,,
RP,201,Reuth,0,0,1,79,1.938,-1.938,-1.213,0.216274,3.232,high_bd,unknown,,
RP,201,Scheid,0,2,1,69,1.836,1.063,0.665,0.281762,3.773,high_bd,unknown,,
RP,202,Hinzert-Pölert,0,1,0,118,4.054,-3.207,-2.006,0.008363,-0.501,large_negative_resid,unknown,,
RP,202,Onsdorf,0,1,0,60,5.28,-3.614,-2.261,0.042082,-0.501,large_negative_resid,unknown,,
RP,202,Riveris,0,4,2,166,5.051,-2.642,-1.653,0.000228,3.052,high_bd,unknown,,
RP,202,Fell,0,5,2,140,5.591,-2.019,-1.263,0.000399,3.712,high_bd,unknown,,
RP,202,Longen,0,1,1,34,3.778,-0.837,-0.524,0.276771,8.172,high_bd,unknown,,
RP,202,Igel,0,6,1,94,3.61,2.773,1.735,0.03361,2.636,high_bd,unknown,,
RP,202,Newel,0,0,1,31,5.632,-5.632,-3.524,0.174492,9.012,large_negative_resid|high_bd,unknown,,
RP,202,Ralingen,0,5,1,97,6.954,-1.799,-1.126,0.001177,2.539,high_bd,unknown,,
RP,202,Lampaden,0,5,2,182,6.671,-3.924,-2.455,5e-06,2.74,large_negative_resid|high_bd,unknown,,
RP,202,Palzem,0,8,1,76,5.682,4.844,3.031,0.013324,3.379,high_bd,unknown,,
RP,202,Palzem,0,0,0,73,4.987,-4.987,-3.12,0.026243,-0.501,large_negative_resid,unknown,,
RP,202,Schömerich,0,0,0,71,3.954,-3.954,-2.474,0.060369,-0.501,large_negative_resid,unknown,,
RP,202,Vierherrenborn,0,1,0,71,5.838,-4.43,-2.772,0.015844,-0.501,large_negative_resid,unknown,,
RP,202,Wincheringen,0,4,1,46,3.894,4.801,3.004,0.16673,5.91,high_bd,unknown,,
RP,202,Merzkirchen,0,2,0,62,6.685,-3.459,-2.164,0.015853,-0.501,large_negative_resid,unknown,,
RP,203,Geilnau,0,1,2,162,4.277,-3.66,-2.29,0.000979,3.14,large_negative_resid|high_bd,unknown,,
RP,203,Laurenburg,0,0,0,98,4.699,-4.699,-2.94,0.009997,-0.501,suspicious_zero|large_negative_resid,unknown,,
RP,203,Ehr,0,0,0,32,3.566,-3.566,-2.231,0.319441,-0.501,large_negative_resid,unknown,,
RP,203,Oberwallmenach,0,7,1,83,4.547,3.887,2.432,0.022965,3.052,high_bd,unknown,,
RP,203,Hainau,0,2,1,85,2.697,-0.344,-0.215,0.101014,2.969,high_bd,unknown,,
RP,203,Strüth,0,2,1,111,3.781,-1.979,-1.238,0.01505,2.156,high_bd,unknown,,
RP,203,Winterwerb,0,8,3,76,4.687,5.84,3.654,0.028383,11.139,high_bd,unknown,,
RP,203,Dessighofen,0,0,0,72,3.715,-3.715,-2.325,0.0689,-0.501,large_negative_resid,unknown,,
RP,203,Hömberg,0,6,1,108,4.387,1.168,0.731,0.008753,2.23,high_bd,unknown,,
RP,203,Lollschied,0,1,0,72,4.884,-3.495,-2.187,0.029696,-0.501,large_negative_resid,unknown,,
RP,203,Misselberg,0,1,1,34,6.074,-3.133,-1.96,0.126801,8.172,high_bd,unknown,,
RP,203,Obernhof,0,1,0,119,4.252,-3.411,-2.134,0.00635,-0.501,large_negative_resid,unknown,,
RP,203,Oberwies,0,0,0,76,5.396,-5.396,-3.376,0.01656,-0.501,large_negative_resid,unknown,,
RP,203,Schweighausen,0,0,0,98,4.609,-4.609,-2.884,0.010926,-0.501,large_negative_resid,unknown,,
RP,203,Sulzbach,0,1,0,78,5.406,-4.124,-2.58,0.01475,-0.501,large_negative_resid,unknown,,
RP,203,Ergeshausen,0,0,0,49,3.358,-3.358,-2.101,0.19291,-0.501,large_negative_resid,unknown,,
RP,203,Roth,0,0,0,80,4.06,-4.06,-2.54,0.038867,-0.501,large_negative_resid,unknown,,
RP,203,Schiesheim,0,6,1,97,4.621,1.565,0.979,0.011308,2.539,high_bd,unknown,,
RP,203,Schönborn,0,19,3,342,4.082,1.474,0.922,1e-06,2.086,high_bd,unknown,,
RP,203,Bölsberg,0,3,0,98,6.387,-3.326,-2.081,0.001912,-0.501,large_negative_resid,unknown,,
RP,203,Unnau,0,2,1,123,5.141,-3.515,-2.199,0.001794,1.897,large_negative_resid,unknown,,
RP,203,Heuzert,0,0,0,46,4.588,-4.588,-2.871,0.121182,-0.501,large_negative_resid,unknown,,
RP,203,"Montabaur, Stadt",0,0,0,48,3.2,-3.2,-2.002,0.215281,-0.501,large_negative_resid,unknown,,
RP,203,"Montabaur, Stadt",0,1,0,49,5.563,-3.522,-2.204,0.065486,-0.501,large_negative_resid,unknown,,
RP,203,Alsbach,0,15,2,194,5.818,1.914,1.198,1.3e-05,2.539,high_bd,unknown,,
RP,203,Waigandshain,0,1,2,107,4.902,-3.967,-2.482,0.005273,5.011,large_negative_resid|high_bd,unknown,,
RP,203,Freirachdorf,0,13,4,301,4.606,-0.287,-0.179,1e-06,3.418,high_bd,unknown,,
RP,203,Goddert,0,9,2,170,4.176,1.119,0.7,0.000826,2.969,high_bd,unknown,,
RP,203,Steinen,0,7,1,108,3.547,2.935,1.836,0.021698,2.23,high_bd,unknown,,
RP,203,Ewighausen,0,4,1,110,4.477,-0.84,-0.526,0.007269,2.18,high_bd,unknown,,
RP,203,Weroth,0,1,1,186,3.746,-3.209,-2.008,0.000942,1.085,large_negative_resid,unknown,,
RP,203,Arnshöfen,0,0,1,69,4.205,-4.205,-2.631,0.054954,3.773,large_negative_resid|high_bd,unknown,,
RP,203,Hahn am See,0,5,2,145,4.388,-0.94,-0.588,0.001724,3.567,high_bd,unknown,,
RP,203,Mähren,0,2,1,108,4.295,-2.443,-1.529,0.009671,2.23,high_bd,unknown,,
RP,203,Winnen,0,8,2,232,4.203,-0.755,-0.472,5.8e-05,2.041,high_bd,unknown,,
RP,204,"Ingelheim am Rhein, Stadt",5,8,2,220,3.69,-0.053,-0.033,0.000298,2.18,high_bd,unknown,,
RP,204,"Ingelheim am Rhein, Stadt",5,3,1,216,5.119,-3.73,-2.334,1.6e-05,0.865,large_negative_resid,unknown,,
RP,204,Manubach,0,1,1,124,4.698,-3.891,-2.435,0.002952,1.877,large_negative_resid,unknown,,
RP,205,"Worms, Stadt",5,7,12,504,4.203,-2.814,-1.761,0.0,6.52,high_bd,unknown,,
RP,205,"Worms, Stadt",5,10,9,451,3.531,-1.314,-0.822,0.0,5.384,high_bd,unknown,,
RP,205,"Worms, Stadt",5,5,2,130,7.249,-3.403,-2.129,8.1e-05,4.036,large_negative_resid|high_bd,unknown,,
RP,205,Köngernheim,5,5,9,413,3.434,-2.223,-1.391,1e-06,5.925,high_bd,unknown,,
RP,205,Ludwigshöhe,5,3,2,189,4.59,-3.003,-1.879,0.000171,2.62,high_bd,unknown,,
RP,205,Wintersheim,5,1,0,82,4.573,-3.353,-2.098,0.023528,-0.501,large_negative_resid,unknown,,
RP,206,"Ludwigshafen am Rhein, Stadt",0,19,4,433,4.002,0.385,0.241,0.0,2.223,high_bd,unknown,,
RP,206,"Ludwigshafen am Rhein, Stadt",0,24,5,487,6.277,-1.349,-0.844,0.0,2.527,high_bd,unknown,,
RP,206,"Ludwigshafen am Rhein, Stadt",0,30,6,535,5.002,0.606,0.379,0.0,2.806,high_bd,unknown,,
RP,206,"Ludwigshafen am Rhein, Stadt",5,28,6,356,7.157,0.708,0.443,0.0,4.469,high_bd,unknown,,
RP,206,"Ludwigshafen am Rhein, Stadt",5,10,5,253,5.707,-1.754,-1.097,1e-06,5.327,high_bd,unknown,,
RP,206,"Ludwigshafen am Rhein, Stadt",5,13,4,318,4.84,-0.752,-0.47,0.0,3.209,high_bd,unknown,,
RP,206,"Ludwigshafen am Rhein, Stadt",5,18,4,409,6.069,-1.668,-1.044,0.0,2.383,high_bd,unknown,,
RP,206,"Ludwigshafen am Rhein, Stadt",5,27,4,432,4.586,1.664,1.041,0.0,2.23,high_bd,unknown,,
RP,206,Hochdorf-Assenheim,5,12,4,342,4.251,-0.742,-0.464,0.0,2.948,high_bd,unknown,,
RP,206,Lambsheim,0,26,4,435,5.828,0.149,0.093,0.0,2.211,high_bd,unknown,,
RP,207,"Speyer, Stadt",0,22,5,369,6.024,-0.062,-0.039,0.0,3.495,high_bd,unknown,,
RP,207,"Speyer, Stadt",0,14,16,507,4.443,-1.681,-1.052,0.0,8.805,high_bd,unknown,,
RP,207,"Speyer, Stadt",5,40,7,616,6.433,0.06,0.038,0.0,2.85,high_bd,unknown,,
RP,207,Bobenheim am Berg,0,12,3,320,3.15,0.6,0.375,4.2e-05,2.264,high_bd,unknown,,
RP,207,Elmstein,0,4,0,193,5.279,-3.206,-2.006,3.8e-05,-0.501,large_negative_resid,unknown,,
RP,208,"Kaiserslautern, Stadt",0,16,5,583,4.095,-1.35,-0.845,0.0,2.028,high_bd,unknown,,
RP,208,Immesheim,0,1,1,66,1.384,0.131,0.082,0.401096,3.967,high_bd,unknown,,
RP,208,Zellertal,0,0,0,70,3.568,-3.568,-2.232,0.082285,-0.501,large_negative_resid,unknown,,
RP,208,Winnweiler,0,14,2,175,6.17,1.83,1.145,2e-05,2.869,high_bd,unknown,,
RP,208,Bayerfeld-Steckweiler,0,2,1,39,4.567,0.561,0.351,0.168452,7.06,high_bd,unknown,,
RP,208,Bisterschied,5,5,1,73,7.251,-0.402,-0.251,0.005025,3.539,high_bd,unknown,,
RP,208,Gehrweiler,0,9,2,111,6.102,2.006,1.255,0.001144,4.812,high_bd,unknown,,
RP,208,Gundersweiler,0,9,2,180,4.596,0.404,0.253,0.000255,2.776,high_bd,unknown,,
RP,208,Stahlberg,0,5,1,71,4.578,2.464,1.542,0.038747,3.653,high_bd,unknown,,
RP,208,Unkenbach,0,2,1,88,3.292,-1.02,-0.638,0.05517,2.85,high_bd,unknown,,
RP,208,Winterborn,0,5,1,82,6.943,-0.846,-0.529,0.003368,3.095,high_bd,unknown,,
RP,208,Seelen,0,3,1,94,6.16,-2.969,-1.858,0.003056,2.636,high_bd,unknown,,
RP,208,Briefwahl Gemeinden Oberhausen an der Appel und Oberndorf,5,2,1,79,3.034,-0.503,-0.315,0.090971,3.232,high_bd,unknown,,
RP,208,Frankenstein,0,20,3,287,5.569,1.4,0.876,0.0,2.582,high_bd,unknown,,
RP,208,Schwedelbach,5,16,3,312,7.23,-2.102,-1.315,0.0,2.335,high_bd,unknown,,
RP,208,Heinzenhausen,0,2,1,111,3.615,-1.813,-1.134,0.018095,2.156,high_bd,unknown,,
RP,208,Jettenbach,0,21,4,317,6.488,0.137,0.086,0.0,3.22,high_bd,unknown,,
RP,208,Nerzweiler,0,3,1,42,6.76,0.383,0.24,0.058475,6.52,high_bd,unknown,,
RP,208,Relsberg,0,2,1,75,2.418,0.249,0.156,0.163093,3.431,high_bd,unknown,,
RP,208,Sankt Julian,0,3,0,169,5.551,-3.776,-2.363,8.4e-05,-0.501,large_negative_resid,unknown,,
RP,208,Börsborn,0,4,2,179,5.704,-3.47,-2.171,3.7e-05,2.794,large_negative_resid|high_bd,unknown,,
RP,208,Elzweiler,0,3,1,60,7.712,-2.712,-1.697,0.009781,4.414,high_bd,unknown,,
RP,208,Niederstaufenbach,0,5,2,128,3.864,0.042,0.026,0.007109,4.107,high_bd,unknown,,
RP,208,Oberstaufenbach,0,7,1,113,4.366,1.829,1.145,0.007204,2.109,high_bd,unknown,,
RP,208,Welchweiler,0,4,1,83,6.171,-1.352,-0.846,0.005962,3.052,high_bd,unknown,,
RP,209,"Pirmasens, Stadt",0,20,4,432,5.882,-1.253,-0.784,0.0,2.23,high_bd,unknown,,
RP,209,Bruchmühlbach-Miesau,5,22,4,463,4.932,-0.18,-0.113,0.0,2.047,high_bd,unknown,,
