land,wahlkreis,gemeinde,bezirksart,bsw_votes,bd_votes,valid_total,bsw_pred_pct,bsw_resid,bsw_resid_z,p_bsw_zero,bd_zscore_land,flags,recount_status,source,claim
SH,1,"Flensburg, Stadt",0,0,4,840,4.219,-4.219,-2.64,0.0,1.246,suspicious_zero|large_negative_resid,unknown,,
SH,1,Harrislee,0,4,1,105,4.394,-0.584,-0.365,0.00992,3.142,high_bd,unknown,,
SH,1,Briefwahl Amt Eggebek,5,24,6,696,3.901,-0.453,-0.283,0.0,2.782,high_bd,unknown,,
SH,1,Geltorf,0,4,2,228,2.978,-1.224,-0.765,0.001125,2.842,high_bd,unknown,,
SH,1,Langballig,0,15,4,412,2.86,0.781,0.488,8e-06,3.215,high_bd,unknown,,
SH,1,Böxlund,0,3,1,58,5.362,-0.19,-0.119,0.0446,6.215,high_bd,unknown,,
SH,1,Nordhackstedt,0,5,2,266,3.144,-1.265,-0.791,0.000233,2.343,high_bd,unknown,,
SH,1,Loit,0,7,1,143,4.418,0.477,0.298,0.001803,2.134,high_bd,unknown,,
SH,1,Nottfeld,0,5,1,77,3.74,2.753,1.723,0.056139,4.521,high_bd,unknown,,
SH,1,Saustrup,0,6,1,108,3.118,2.437,1.525,0.034464,3.036,high_bd,unknown,,
SH,1,Wagersrott,0,0,0,99,4.666,-4.666,-2.919,0.00986,-0.65,suspicious_zero|large_negative_resid,unknown,,
SH,1,Ahneby,0,3,1,109,2.983,-0.231,-0.144,0.038718,3.003,high_bd,unknown,,
SH,1,Silberstedt,0,9,2,250,4.065,-0.465,-0.291,3.9e-05,2.535,high_bd,unknown,,
SH,1,Groß Rheide,0,18,4,497,3.726,-0.104,-0.065,0.0,2.554,high_bd,unknown,,
SH,2,Dellstedt,0,14,3,411,2.39,1.016,0.636,5.4e-05,2.256,high_bd,unknown,,
SH,2,Wöhrden,0,16,4,552,3.153,-0.255,-0.159,0.0,2.235,high_bd,unknown,,
SH,2,Strübbel,0,0,2,50,1.745,-1.745,-1.092,0.417896,15.277,high_bd,unknown,,
SH,2,Sylt,0,2,1,123,3.894,-2.268,-1.419,0.008312,2.587,high_bd,unknown,,
SH,2,Kotzenbüll,0,4,1,97,2.199,1.925,1.204,0.118487,3.454,high_bd,unknown,,
SH,2,Tetenbüll,0,6,2,290,1.51,0.559,0.35,0.012541,2.096,high_bd,unknown,,
SH,2,Ahrenviölfeld,0,3,1,127,2.317,0.046,0.029,0.052754,2.485,high_bd,unknown,,
SH,2,Dagebüll,0,1,1,146,3.198,-2.513,-1.572,0.00938,2.077,high_bd,unknown,,
SH,2,Olderup,0,8,2,229,1.905,1.589,0.994,0.012755,2.827,high_bd,unknown,,
SH,3,Brickeln,0,1,0,85,4.41,-3.234,-2.023,0.023551,-0.65,large_negative_resid,unknown,,
SH,3,Kronprinzenkoog,0,2,1,114,3.47,-1.716,-1.073,0.019143,2.842,high_bd,unknown,,
SH,3,Trennewurth,0,3,1,145,3.525,-1.457,-0.911,0.006024,2.096,high_bd,unknown,,
SH,3,Nindorf,0,6,1,118,3.304,1.781,1.114,0.020268,2.724,high_bd,unknown,,
SH,3,Föhrden-Barl,0,7,1,149,3.047,1.651,1.033,0.010667,2.022,high_bd,unknown,,
SH,3,Hardebek,0,10,2,261,3.56,0.272,0.17,9.2e-05,2.401,high_bd,unknown,,
SH,3,Krempdorf,0,5,1,124,2.885,1.147,0.718,0.027939,2.561,high_bd,unknown,,
SH,3,Bekmünde,0,0,1,91,2.446,-2.446,-1.53,0.107994,3.725,high_bd,unknown,,
SH,3,Bokhorst,0,3,1,74,3.108,0.946,0.592,0.100278,4.73,high_bd,unknown,,
SH,3,Pöschendorf,0,5,1,143,2.908,0.588,0.368,0.015623,2.134,high_bd,unknown,,
SH,3,Wulfsmoor,0,8,2,244,2.504,0.775,0.485,0.002223,2.613,high_bd,unknown,,
SH,4,"Eckernförde, Stadt",0,37,6,894,4.219,-0.08,-0.05,0.0,2.022,high_bd,unknown,,
SH,4,Lindau,0,2,3,160,2.888,-1.638,-1.025,0.009848,6.815,high_bd,unknown,,
SH,4,Briefwahl Amt Hohner Harde,5,23,4,530,3.674,0.666,0.416,0.0,2.355,high_bd,unknown,,
SH,4,Bargstall,0,0,0,94,3.95,-3.95,-2.471,0.024414,-0.65,large_negative_resid,unknown,,
SH,4,Friedrichsgraben,0,2,1,35,3.431,2.283,1.429,0.300917,10.726,high_bd,unknown,,
SH,4,Luhnstedt,0,6,2,228,2.958,-0.326,-0.204,0.001178,2.842,high_bd,unknown,,
SH,4,Briefwahl Amt Nortorfer  Land,5,31,5,712,3.703,0.651,0.407,0.0,2.146,high_bd,unknown,,
SH,4,Rade b. Rendsburg,0,3,1,123,3.062,-0.623,-0.39,0.023149,2.587,high_bd,unknown,,
SH,4,Grevenkrug,0,4,1,108,3.206,0.498,0.311,0.031348,3.036,high_bd,unknown,,
SH,4,Hoffeld,0,3,1,111,1.66,1.043,0.653,0.158431,2.937,high_bd,unknown,,
SH,4,Schmalstede,0,4,1,128,3.025,0.1,0.063,0.020824,2.46,high_bd,unknown,,
SH,4,Mörel,0,5,1,127,2.719,1.218,0.762,0.03164,2.485,high_bd,unknown,,
SH,4,Remmels,0,9,3,226,3.086,0.896,0.561,0.000935,4.635,high_bd,unknown,,
SH,4,Blumenthal,0,10,4,337,3.148,-0.18,-0.113,2.5e-05,4.076,high_bd,unknown,,
SH,4,Techelsdorf,0,3,1,85,2.714,0.815,0.51,0.099568,4.034,high_bd,unknown,,
SH,6,Blekendorf,0,12,3,448,3.585,-0.906,-0.567,0.0,2.016,high_bd,unknown,,
SH,6,"Lütjenburg, Stadt",0,13,4,511,3.554,-1.01,-0.632,0.0,2.466,high_bd,unknown,,
SH,6,Lehmkuhlen,0,8,4,383,3.394,-1.305,-0.817,2e-06,3.508,high_bd,unknown,,
SH,6,Schönkirchen,0,0,1,249,2.112,-2.112,-1.322,0.005199,0.949,suspicious_zero,unknown,,
SH,6,Belau,0,8,2,185,3.007,1.317,0.824,0.003836,3.654,high_bd,unknown,,
SH,7,Halstenbek,0,15,6,674,3.344,-1.119,-0.7,0.0,2.894,high_bd,unknown,,
SH,7,"Pinneberg, Stadt",0,35,5,751,4.606,0.055,0.034,0.0,2.001,high_bd,unknown,,
SH,7,"Schenefeld, Stadt",0,37,7,917,4.392,-0.357,-0.223,0.0,2.389,high_bd,unknown,,
SH,7,"Uetersen, Stadt",0,30,7,932,4.495,-1.276,-0.798,0.0,2.34,high_bd,unknown,,
SH,7,"Uetersen, Stadt",0,28,7,1012,3.609,-0.842,-0.527,0.0,2.104,high_bd,unknown,,
SH,7,"Wedel, Stadt",0,23,6,768,3.625,-0.63,-0.394,0.0,2.46,high_bd,not_recounted,BSW Erwiderung (Lipinski),"BD=31, BSW=0"
SH,7,"Wedel, Stadt",0,0,31,780,4.357,-4.357,-2.726,0.0,15.175,suspicious_zero|large_negative_resid|high_bd|zero_bsw_nonzero_bd,not_recounted,BSW Erwiderung (Lipinski),"BD=31, BSW=0"
SH,7,Bilsen,0,17,3,398,3.582,0.69,0.432,1e-06,2.351,high_bd,unknown,,
SH,7,Appen,0,36,6,760,3.173,1.564,0.979,0.0,2.493,high_bd,unknown,,
SH,8,Henstedt-Ulzburg,0,8,3,234,4.016,-0.597,-0.373,8.3e-05,4.454,high_bd,unknown,,
SH,8,"Kaltenkirchen, Stadt",5,11,4,496,3.882,-1.665,-1.041,0.0,2.561,high_bd,unknown,,
SH,8,"Norderstedt, Stadt",5,23,5,706,4.26,-1.002,-0.627,0.0,2.169,high_bd,unknown,,
SH,8,"Norderstedt, Stadt",5,27,5,699,4.231,-0.368,-0.23,0.0,2.198,high_bd,unknown,,
SH,8,Damsdorf,0,2,1,129,3.147,-1.597,-0.999,0.017253,2.436,high_bd,unknown,,
SH,8,Trappenkamp,0,76,8,1118,5.369,1.429,0.894,0.0,2.199,high_bd,unknown,,
SH,8,Itzstedt,0,19,5,616,4.537,-1.452,-0.909,0.0,2.582,high_bd,unknown,,
SH,8,Itzstedt,0,26,7,714,4.551,-0.909,-0.569,0.0,3.253,high_bd,unknown,,
SH,8,Sülfeld,0,5,2,245,3.772,-1.731,-1.083,9.7e-05,2.6,high_bd,unknown,,
SH,8,Hasenmoor,0,14,3,397,3.698,-0.172,-0.107,0.0,2.358,high_bd,unknown,,
SH,8,Kisdorf,0,8,2,221,4.043,-0.423,-0.265,0.000132,2.953,high_bd,unknown,,
SH,8,Bühnsdorf,0,2,2,193,4.194,-3.158,-1.976,0.000305,3.476,high_bd,unknown,,
SH,8,Seedorf,0,19,3,382,3.614,1.36,0.851,1e-06,2.477,high_bd,unknown,,
SH,8,Strukdorf,0,1,1,138,3.72,-2.995,-1.874,0.005899,2.235,high_bd,unknown,,
SH,8,Grabau,0,13,4,402,4.452,-1.218,-0.762,0.0,3.312,high_bd,unknown,,
SH,8,Steinburg,0,26,5,710,3.759,-0.097,-0.061,0.0,2.154,high_bd,unknown,,
SH,8,Steinburg,0,17,5,363,3.928,0.756,0.473,1e-06,4.834,high_bd,unknown,,
SH,8,Nienwohld,0,9,6,245,4.355,-0.681,-0.426,2.3e-05,9.101,high_bd,unknown,,
SH,9,Kellenhusen (Ostsee),0,15,4,529,2.766,0.07,0.044,0.0,2.36,high_bd,unknown,,
SH,9,Malente,0,6,4,226,2.88,-0.226,-0.141,0.001489,6.397,high_bd,unknown,,
SH,9,Süsel,0,4,1,114,3.229,0.28,0.175,0.025202,2.842,high_bd,unknown,,
SH,9,Süsel,0,7,2,218,1.817,1.394,0.872,0.019039,3.003,high_bd,unknown,,
SH,9,Süsel,0,0,1,76,3.423,-3.423,-2.142,0.074181,4.589,large_negative_resid|high_bd,unknown,,
SH,9,Timmendorfer Strand,0,8,4,394,2.857,-0.827,-0.517,1.3e-05,3.392,high_bd,unknown,,
SH,9,Scharbeutz,0,8,1,133,2.769,3.246,2.031,0.02515,2.343,high_bd,unknown,,
SH,9,Riepsdorf,0,12,3,263,3.42,1.143,0.715,0.000124,3.892,high_bd,unknown,,
SH,10,Bälau,0,5,1,130,3.13,0.716,0.448,0.017092,2.412,high_bd,unknown,,
SH,10,Gudow,0,1,0,215,4.315,-3.849,-2.409,9.4e-05,-0.65,large_negative_resid,unknown,,
SH,10,Buchhorst,0,4,1,101,3.396,0.564,0.353,0.032382,3.292,high_bd,unknown,,
SH,10,Juliusburg,0,0,0,105,3.634,-3.634,-2.274,0.022021,-0.65,large_negative_resid,unknown,,
SH,10,Klein Zecher,0,1,1,134,3.835,-3.089,-1.933,0.005863,2.321,high_bd,unknown,,
SH,10,Dahmker,0,3,1,96,3.45,-0.325,-0.203,0.036452,3.497,high_bd,unknown,,
SH,10,Groß Pampau,0,2,1,114,3.143,-1.388,-0.869,0.027802,2.842,high_bd,unknown,,
SH,10,Kankelau,0,6,1,120,3.076,1.924,1.204,0.02494,2.668,high_bd,unknown,,
SH,10,Köthel,0,5,2,154,3.448,-0.201,-0.126,0.004942,4.521,high_bd,unknown,,
SH,10,Möhnsen,0,12,2,295,3.932,0.136,0.085,9e-06,2.049,high_bd,unknown,,
SH,10,Poggensee,0,5,3,203,4.027,-1.564,-0.978,0.000282,5.234,high_bd,unknown,,
SH,10,Stapelfeld,0,0,0,431,3.769,-3.769,-2.358,0.0,-0.65,suspicious_zero|large_negative_resid,unknown,,
SH,11,Bliestorf,0,2,3,319,2.722,-2.095,-1.311,0.000169,3.094,high_bd,unknown,,
SH,11,Düchelsdorf,0,2,3,81,4.289,-1.82,-1.139,0.030985,14.097,high_bd,unknown,,
SH,11,Groß Boden,0,5,1,114,3.875,0.511,0.32,0.012062,2.842,high_bd,unknown,,
MV,12,"Schwerin, Landeshauptstadt",0,50,2,744,10.877,-4.156,-2.601,0.0,-0.158,large_negative_resid,unknown,,
MV,12,"Schwerin, Landeshauptstadt",0,80,9,715,10.813,0.376,0.235,0.0,2.445,high_bd,unknown,,
MV,12,"Schwerin, Landeshauptstadt",0,40,4,652,11.19,-5.055,-3.163,0.0,0.749,large_negative_resid,unknown,,
MV,12,"Gadebusch, Stadt",0,57,5,835,10.812,-3.986,-2.494,0.0,0.71,large_negative_resid,unknown,,
MV,12,Perlin,0,15,4,227,10.086,-3.478,-2.176,0.0,3.769,large_negative_resid|high_bd,unknown,,
MV,12,Zickhusen,0,28,4,328,10.04,-1.503,-0.941,0.0,2.342,high_bd,unknown,,
MV,12,Dechow,0,5,0,118,8.832,-4.595,-2.875,3e-05,-0.865,large_negative_resid,unknown,,
MV,12,Holdorf,0,32,3,234,11.281,2.394,1.498,0.0,2.506,high_bd,unknown,,
MV,12,Königsfeld,0,18,2,163,9.473,1.57,0.982,0.0,2.362,high_bd,unknown,,
MV,12,Königsfeld,0,15,2,129,11.587,0.041,0.026,0.0,3.212,high_bd,unknown,,
MV,12,"Rehna, Stadt",0,23,2,435,10.541,-5.254,-3.287,0.0,0.344,large_negative_resid,unknown,,
MV,12,"Dassow, Stadt",0,14,3,145,10.404,-0.749,-0.469,0.0,4.576,high_bd,unknown,,
MV,12,"Dassow, Stadt",0,20,4,329,8.959,-2.88,-1.802,0.0,2.332,high_bd,unknown,,
MV,12,Grieben,0,2,1,84,9.532,-7.151,-4.474,0.000333,2.266,large_negative_resid|high_bd,unknown,,
MV,12,Lüdersdorf,0,34,0,695,8.36,-3.468,-2.17,0.0,-0.865,large_negative_resid,unknown,,
MV,12,Lüdersdorf,0,29,2,622,8.69,-4.027,-2.52,0.0,-0.019,large_negative_resid,unknown,,
MV,12,Lüdersdorf,0,33,1,614,9.591,-4.216,-2.638,0.0,-0.436,large_negative_resid,unknown,,
MV,12,"Boizenburg/ Elbe, Stadt",0,28,2,393,10.572,-3.447,-2.157,0.0,0.474,large_negative_resid,unknown,,
MV,12,"Hagenow, Stadt",0,39,2,473,11.604,-3.358,-2.101,0.0,0.247,large_negative_resid,unknown,,
MV,12,"Lübtheen, Stadt",0,16,0,229,10.658,-3.671,-2.297,0.0,-0.865,large_negative_resid,unknown,,
MV,12,"Lübtheen, Stadt",0,29,5,405,9.754,-2.594,-1.623,0.0,2.382,high_bd,unknown,,
MV,12,"Lübtheen, Stadt",0,15,4,180,9.607,-1.274,-0.797,0.0,4.979,high_bd,unknown,,
MV,12,"Dömitz, Stadt",0,19,2,182,11.665,-1.226,-0.767,0.0,2.025,high_bd,unknown,,
MV,12,"Dömitz, Stadt",0,10,1,190,10.037,-4.774,-2.987,0.0,0.519,large_negative_resid,unknown,,
MV,12,Malk Göhren,0,16,2,234,10.389,-3.551,-2.222,0.0,1.383,large_negative_resid,unknown,,
MV,12,Malliß,0,33,2,473,10.378,-3.401,-2.128,0.0,0.247,large_negative_resid,unknown,,
MV,12,Neu Kaliß,0,32,6,319,10.937,-0.905,-0.566,0.0,4.081,high_bd,unknown,,
MV,12,Balow,0,23,3,177,9.898,3.096,1.937,0.0,3.592,high_bd,unknown,,
MV,12,Gorlosen,0,8,0,224,9.13,-5.559,-3.478,0.0,-0.865,large_negative_resid,unknown,,
MV,12,Möllenbeck,0,6,1,107,9.276,-3.668,-2.295,4.9e-05,1.593,large_negative_resid,unknown,,
MV,12,Prislich,0,29,5,370,9.585,-1.747,-1.093,0.0,2.689,high_bd,unknown,,
MV,12,Bandenitz,0,26,4,299,10.57,-1.875,-1.173,0.0,2.653,high_bd,unknown,,
MV,12,Belsch,0,7,0,135,8.663,-3.478,-2.176,8e-06,-0.865,large_negative_resid,unknown,,
MV,12,Bresegard bei Picher,0,16,2,152,9.798,0.728,0.456,0.0,2.595,high_bd,unknown,,
MV,12,Groß Krams,0,5,0,84,9.536,-3.584,-2.242,0.000332,-0.865,large_negative_resid,unknown,,
MV,12,Toddin,0,34,5,251,10.832,2.714,1.698,0.0,4.373,high_bd,unknown,,
MV,12,Toddin,0,16,1,249,9.83,-3.404,-2.13,0.0,0.191,large_negative_resid,unknown,,
MV,12,Alt Krenzlin,0,7,1,73,9.874,-0.285,-0.178,0.000741,2.737,high_bd,unknown,,
MV,12,Schossin,0,22,2,166,9.801,3.452,2.16,0.0,2.303,high_bd,unknown,,
MV,12,Stralendorf,0,48,7,589,10.245,-2.096,-1.311,0.0,2.26,high_bd,unknown,,
MV,12,Zülow,0,13,1,81,10.64,5.409,3.385,0.000181,2.382,high_bd,unknown,,
MV,12,"Wittenburg, Stadt",0,22,3,206,9.986,0.694,0.434,0.0,2.965,high_bd,unknown,,
MV,12,Vellahn,0,17,2,146,9.704,1.94,1.214,1e-06,2.737,high_bd,unknown,,
MV,12,Vellahn,0,15,1,90,10.496,6.17,3.861,7.9e-05,2.057,high_bd,unknown,,
MV,12,Vellahn,0,28,3,240,10.153,1.514,0.947,0.0,2.422,high_bd,unknown,,
MV,12,"Zarrentin am Schaalsee, Stadt",0,16,3,194,8.976,-0.729,-0.456,0.0,3.202,high_bd,unknown,,
MV,13,"Kröpelin, Stadt",0,4,0,96,10.614,-6.447,-4.034,3.8e-05,-0.865,large_negative_resid,unknown,,
MV,13,Satow,0,14,0,202,11.257,-4.326,-2.707,0.0,-0.865,large_negative_resid,unknown,,
MV,13,Satow,0,20,1,295,10.397,-3.618,-2.264,0.0,0.027,large_negative_resid,unknown,,
MV,13,Am Salzhaff,0,17,0,281,9.963,-3.913,-2.448,0.0,-0.865,large_negative_resid,unknown,,
MV,13,"Rerik, Ostseebad, Stadt",0,22,2,182,9.151,2.937,1.838,0.0,2.025,high_bd,unknown,,
MV,13,"Grevesmühlen, Stadt",0,26,2,426,10.519,-4.416,-2.763,0.0,0.37,large_negative_resid,unknown,,
MV,13,"Wismar, Hansestadt",0,50,3,761,10.542,-3.972,-2.485,0.0,0.172,large_negative_resid,unknown,,
MV,13,"Wismar, Hansestadt",0,30,1,534,9.222,-3.604,-2.255,0.0,-0.372,large_negative_resid,unknown,,
MV,13,"Wismar, Hansestadt",0,65,2,913,10.487,-3.368,-2.107,0.0,-0.289,large_negative_resid,unknown,,
MV,13,"Wismar, Hansestadt",5,62,1,1058,10.074,-4.213,-2.636,0.0,-0.616,large_negative_resid,unknown,,
MV,13,Stepenitztal,0,35,5,386,9.88,-0.812,-0.508,0.0,2.541,high_bd,unknown,,
MV,13,Benz,0,18,0,275,9.963,-3.418,-2.139,0.0,-0.865,large_negative_resid,unknown,,
MV,13,Krusenhagen,0,20,0,317,10.0,-3.691,-2.309,0.0,-0.865,large_negative_resid,unknown,,
MV,13,"Parchim, Stadt",0,70,2,1034,10.012,-3.242,-2.028,0.0,-0.356,large_negative_resid,unknown,,
MV,13,Witzin,0,13,0,218,10.228,-4.265,-2.668,0.0,-0.865,large_negative_resid,unknown,,
MV,13,Dobin am See,0,19,0,287,9.819,-3.199,-2.001,0.0,-0.865,large_negative_resid,unknown,,
MV,13,Leezen,0,21,3,163,10.075,2.808,1.757,0.0,3.975,high_bd,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,45,3,607,11.485,-4.071,-2.547,0.0,0.435,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,52,3,672,11.16,-3.422,-2.141,0.0,0.309,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,53,4,684,11.214,-3.466,-2.169,0.0,0.673,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,50,2,667,10.964,-3.468,-2.17,0.0,-0.076,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,46,1,542,11.804,-3.317,-2.075,0.0,-0.379,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,34,0,510,11.943,-5.276,-3.301,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,63,0,854,11.112,-3.734,-2.337,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,33,1,626,12.521,-7.25,-4.536,0.0,-0.444,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,38,0,636,12.846,-6.872,-4.3,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,49,0,861,11.532,-5.841,-3.654,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,36,1,694,12.825,-7.638,-4.779,0.0,-0.486,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,38,0,521,12.057,-4.763,-2.98,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,37,0,608,12.216,-6.13,-3.836,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,48,0,619,11.997,-4.242,-2.654,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,39,3,644,11.53,-5.474,-3.425,0.0,0.36,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,44,1,703,11.697,-5.439,-3.403,0.0,-0.49,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,44,0,598,11.47,-4.112,-2.573,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,40,3,526,11.867,-4.262,-2.667,0.0,0.635,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,66,1,957,11.098,-4.201,-2.629,0.0,-0.59,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,55,0,729,10.924,-3.38,-2.115,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,44,0,618,10.85,-3.73,-2.334,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,43,3,819,10.74,-5.489,-3.435,0.0,0.099,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,51,1,686,10.834,-3.399,-2.127,0.0,-0.481,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,52,2,710,10.954,-3.63,-2.271,0.0,-0.124,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,40,1,545,11.236,-3.896,-2.438,0.0,-0.382,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",0,56,2,844,10.035,-3.4,-2.127,0.0,-0.241,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,53,3,674,11.073,-3.209,-2.008,0.0,0.306,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,55,2,691,11.762,-3.802,-2.379,0.0,-0.103,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,63,1,888,10.946,-3.852,-2.41,0.0,-0.568,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,37,3,742,12.05,-7.064,-4.42,0.0,0.199,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,54,0,831,11.116,-4.618,-2.889,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,38,1,752,11.671,-6.618,-4.141,0.0,-0.515,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,60,3,1079,11.652,-6.091,-3.811,0.0,-0.133,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,45,4,778,11.154,-5.37,-3.36,0.0,0.487,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,45,3,761,10.777,-4.864,-3.043,0.0,0.172,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,60,4,870,10.995,-4.098,-2.564,0.0,0.344,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,59,1,970,10.58,-4.498,-2.814,0.0,-0.593,large_negative_resid,unknown,,
MV,14,"Rostock, Hanse- und Universitätsstadt",5,69,1,960,11.187,-3.999,-2.502,0.0,-0.591,large_negative_resid,unknown,,
MV,14,Dummerstorf,0,7,0,136,9.541,-4.394,-2.75,2e-06,-0.865,large_negative_resid,unknown,,
MV,14,Cammin,0,27,0,451,9.33,-3.343,-2.092,0.0,-0.865,large_negative_resid,unknown,,
MV,14,"Tessin, Blumenstadt",0,66,8,728,9.823,-0.758,-0.474,0.0,2.025,high_bd,unknown,,
MV,14,"Tessin, Blumenstadt",0,41,7,476,9.75,-1.137,-0.711,0.0,3.002,high_bd,unknown,,
MV,14,Pölchow,0,44,6,484,9.543,-0.452,-0.283,0.0,2.395,high_bd,unknown,,
MV,15,"Grimmen, Stadt",0,26,2,478,10.011,-4.572,-2.861,0.0,0.236,large_negative_resid,unknown,,
MV,15,"Marlow, Stadt",0,26,2,158,9.478,6.978,4.366,0.0,2.464,high_bd,unknown,,
MV,15,"Marlow, Stadt",0,9,1,157,9.96,-4.228,-2.645,0.0,0.81,large_negative_resid,unknown,,
MV,15,"Stralsund, Hansestadt",0,56,2,819,10.228,-3.39,-2.121,0.0,-0.222,large_negative_resid,unknown,,
MV,15,Süderholz,0,9,0,171,8.869,-3.605,-2.256,0.0,-0.865,large_negative_resid,unknown,,
MV,15,Groß Mohrdorf,0,37,5,383,9.292,0.369,0.231,0.0,2.568,high_bd,unknown,,
MV,15,Löbnitz,0,21,0,338,9.451,-3.238,-2.026,0.0,-0.865,large_negative_resid,unknown,,
MV,15,"Bergen auf Rügen, Stadt",0,41,1,661,10.621,-4.418,-2.764,0.0,-0.467,large_negative_resid,unknown,,
MV,15,"Bergen auf Rügen, Stadt",0,54,7,605,10.108,-1.183,-0.74,0.0,2.178,high_bd,unknown,,
MV,15,Lietzow,0,20,2,136,10.924,3.782,2.367,0.0,3.002,high_bd,unknown,,
MV,15,Ralswiek,0,8,0,135,9.339,-3.413,-2.136,3e-06,-0.865,large_negative_resid,unknown,,
MV,15,Wieck a. Darß,0,18,0,333,9.74,-4.335,-2.712,0.0,-0.865,large_negative_resid,unknown,,
MV,15,"Franzburg, Stadt",0,19,0,321,9.12,-3.201,-2.002,0.0,-0.865,large_negative_resid,unknown,,
MV,15,Papenhagen,0,8,0,281,9.119,-6.272,-3.924,0.0,-0.865,large_negative_resid,unknown,,
MV,15,Elmenhorst,0,20,4,428,8.808,-4.135,-2.587,0.0,1.593,large_negative_resid,unknown,,
MV,15,"Göhren, Ostseebad",0,46,7,555,9.408,-1.119,-0.7,0.0,2.452,high_bd,unknown,,
MV,15,"Mönchgut, Ostseebad",0,30,4,289,9.186,1.195,0.748,0.0,2.775,high_bd,unknown,,
MV,15,Jakobsdorf,0,17,3,236,9.672,-2.469,-1.545,0.0,2.478,high_bd,unknown,,
MV,15,Lohme,0,12,0,222,9.621,-4.216,-2.638,0.0,-0.865,large_negative_resid,unknown,,
MV,15,Putgarten,0,5,1,99,8.746,-3.695,-2.312,0.000174,1.791,large_negative_resid,unknown,,
MV,15,Drechow,0,8,1,91,8.97,-0.178,-0.112,0.000285,2.025,high_bd,unknown,,
MV,15,Hugoldsdorf,0,3,0,60,8.849,-3.849,-2.408,0.004946,-0.865,large_negative_resid,unknown,,
MV,15,Lindholz,0,17,2,298,9.761,-4.057,-2.538,0.0,0.9,large_negative_resid,unknown,,
MV,15,"Tribsees, Stadt",0,19,2,355,9.866,-4.514,-2.824,0.0,0.617,large_negative_resid,unknown,,
MV,15,"Tribsees, Stadt",0,36,0,535,10.169,-3.44,-2.152,0.0,-0.865,large_negative_resid,unknown,,
MV,15,"Ribnitz-Damgarten, Bernsteinstadt",0,7,0,120,9.459,-3.626,-2.268,1.2e-05,-0.865,large_negative_resid,unknown,,
