Wahlkreis,swing_BSW,swing_AfD,swing_FDP,swing_Die Linke,swing_SPD,swing_CDU,swing_GRÜNE,swing_CSU,swing_FREIE WÄHLER
15,-5.490871542307982,7.0010406549366,0.7027479982389937,7.799585182342135,2.198942937041209,-4.928086416370135,0.510804584162082,0.0,0.23916379458792855
16,-6.1358175807799435,7.568529785047859,1.2114092510647552,5.391153102669653,2.1399228951835068,-4.029030836809434,0.32640330900491477,0.0,0.1951929486514842
17,-6.209937668886919,8.118022229012308,0.7159513318998072,5.976948632719916,1.99904943373236,-4.473634735698461,0.2652904809693294,0.0,-0.068168943881129
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-1.1905514139394193,4.222707672826173,-1.148632633909252,5.464275426323331,3.306683682292581,-2.694736737403566,-0.6033948854843357,0.0,-0.9200525651818756
25,-1.0947412087668558,4.906585037053627,-0.40260918207706,5.041813908608455,3.762570453453914,-5.545359665024191,-0.03276641296913586,0.0,-0.4615559290355739
26,-1.179232192142938,4.81430532187612,-1.7293632873525098,5.310563714294641,3.614573589937176,-2.934376804466171,-0.624231488339079,0.0,-0.40699488974885717
27,-0.8340004122867626,4.007763301311847,-1.4462338280957023,7.015593033728903,4.092115281083917,-2.1569183271898336,-1.0857802430982382,0.0,-0.3457225505987309
28,-0.8471816233678202,4.519546597953829,-1.2516682453473698,5.897547115479402,3.686003896956072,-2.957572204488076,-0.336363472861229,0.0,-0.4631092658306205
29,-0.486607113099351,5.384615550127519,-0.85766555595118,4.560652271116767,4.704252613847528,-7.380760500459878,0.038520056429968516,0.0,-0.39262906486378085
30,-0.6773640231223421,5.063482418693454,-1.0101032542521298,5.1629590888340795,3.580360079268782,-4.867400513320423,-0.22046020956469303,0.0,-0.5770294516777876
31,-0.8211173012512798,4.819345829505337,-0.70653613909763,5.157568017385907,3.7443541598406966,-5.343038552470577,-0.34463393698634975,0.0,-0.5642837552906421
32,-0.7317840300950568,5.925702488202823,-0.4931650569277894,4.943661267684028,3.9709458555058323,-7.462221556936662,0.06253293477928526,0.0,-0.30220162744638257
